Questions,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.048,00:08:03.480766,0.862,0.006,0.017,0.005,0.006,0.024,0.081,0.022,0.116,-0.093,0.138,0.162,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.048,00:08:03.480799,0.863,0.005,0.017,0.005,0.005,0.022,0.082,0.023,0.114,-0.092,0.137,0.165,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.048,00:08:03.480833,0.854,0.007,0.021,0.007,0.005,0.022,0.085,0.028,0.119,-0.091,0.146,0.189,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.048,00:08:03.480867,0.846,0.008,0.027,0.01,0.006,0.024,0.079,0.036,0.118,-0.083,0.154,0.231,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.048,00:08:03.480900,0.841,0.008,0.035,0.012,0.009,0.026,0.069,0.043,0.116,-0.073,0.159,0.271,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.048,00:08:03.480934,0.82,0.008,0.051,0.014,0.014,0.03,0.062,0.059,0.121,-0.062,0.18,0.328,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.048,00:08:03.480968,0.771,0.009,0.078,0.019,0.021,0.036,0.065,0.088,0.141,-0.053,0.229,0.385,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480001,0.743,0.014,0.086,0.019,0.022,0.04,0.076,0.1,0.157,-0.057,0.257,0.389,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480035,0.776,0.021,0.056,0.013,0.016,0.036,0.083,0.077,0.147,-0.07,0.224,0.343,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480068,0.832,0.025,0.021,0.005,0.01,0.029,0.078,0.046,0.122,-0.077,0.168,0.272,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480102,0.858,0.022,0.009,0.003,0.007,0.03,0.07,0.032,0.11,-0.078,0.142,0.223,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480136,0.843,0.021,0.015,0.002,0.009,0.043,0.067,0.036,0.121,-0.085,0.157,0.229,Infelicidad
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480169,0.801,0.024,0.028,0.003,0.012,0.065,0.067,0.051,0.148,-0.096,0.199,0.258,Infelicidad
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480203,0.763,0.025,0.038,0.004,0.016,0.087,0.068,0.062,0.175,-0.113,0.237,0.262,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480236,0.749,0.022,0.039,0.004,0.018,0.101,0.067,0.061,0.19,-0.129,0.251,0.242,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480270,0.766,0.021,0.033,0.004,0.018,0.098,0.06,0.054,0.18,-0.126,0.234,0.232,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480304,0.806,0.025,0.025,0.003,0.016,0.076,0.05,0.05,0.145,-0.095,0.194,0.257,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480337,0.833,0.04,0.018,0.002,0.013,0.051,0.042,0.059,0.109,-0.05,0.167,0.351,Infelicidad
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480371,0.809,0.073,0.016,0.002,0.014,0.044,0.042,0.089,0.102,-0.013,0.191,0.465,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480405,0.746,0.1,0.017,0.002,0.02,0.063,0.052,0.117,0.137,-0.02,0.254,0.46,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480438,0.693,0.1,0.018,0.004,0.027,0.088,0.071,0.117,0.19,-0.072,0.307,0.382,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480472,0.691,0.082,0.016,0.004,0.027,0.089,0.091,0.098,0.211,-0.113,0.309,0.318,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480505,0.729,0.059,0.011,0.003,0.02,0.071,0.106,0.071,0.2,-0.129,0.271,0.262,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480539,0.757,0.034,0.007,0.002,0.016,0.058,0.125,0.042,0.201,-0.16,0.243,0.171,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480573,0.755,0.019,0.006,0.002,0.018,0.06,0.141,0.025,0.221,-0.196,0.245,0.1,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480606,0.736,0.018,0.006,0.002,0.022,0.072,0.143,0.024,0.239,-0.215,0.264,0.092,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480640,0.72,0.024,0.006,0.002,0.025,0.078,0.144,0.031,0.249,-0.219,0.28,0.109,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480674,0.727,0.027,0.006,0.002,0.022,0.069,0.147,0.033,0.24,-0.207,0.273,0.121,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480707,0.749,0.026,0.004,0.001,0.017,0.056,0.147,0.03,0.221,-0.191,0.251,0.12,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480741,0.758,0.022,0.005,0.001,0.016,0.056,0.141,0.027,0.214,-0.187,0.242,0.113,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480774,0.761,0.02,0.007,0.002,0.017,0.064,0.129,0.027,0.212,-0.185,0.239,0.113,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480808,0.768,0.018,0.009,0.002,0.018,0.067,0.118,0.027,0.206,-0.179,0.232,0.116,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480842,0.782,0.017,0.008,0.002,0.016,0.063,0.112,0.025,0.193,-0.168,0.218,0.115,Infelicidad
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480875,0.798,0.017,0.006,0.002,0.014,0.059,0.105,0.023,0.179,-0.155,0.202,0.115,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480909,0.802,0.019,0.007,0.001,0.014,0.064,0.093,0.025,0.172,-0.147,0.198,0.129,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480943,0.806,0.027,0.008,0.001,0.014,0.065,0.079,0.035,0.159,-0.124,0.194,0.182,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.064,00:08:04.480976,0.818,0.038,0.008,0.001,0.013,0.054,0.068,0.046,0.136,-0.09,0.182,0.252,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480010,0.814,0.045,0.009,0.001,0.014,0.048,0.068,0.054,0.132,-0.078,0.186,0.289,Disfrute
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480043,0.781,0.07,0.01,0.001,0.016,0.047,0.074,0.08,0.139,-0.058,0.219,0.367,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480077,0.751,0.118,0.011,0.002,0.013,0.033,0.072,0.13,0.12,0.01,0.249,0.52,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480111,0.749,0.147,0.013,0.002,0.009,0.019,0.062,0.16,0.091,0.068,0.251,0.636,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480144,0.766,0.139,0.014,0.002,0.007,0.016,0.055,0.154,0.08,0.074,0.234,0.658,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480178,0.787,0.123,0.013,0.002,0.006,0.018,0.051,0.136,0.077,0.059,0.213,0.64,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480211,0.81,0.096,0.013,0.001,0.006,0.021,0.053,0.109,0.081,0.028,0.19,0.575,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480245,0.823,0.058,0.015,0.001,0.008,0.03,0.065,0.074,0.104,-0.03,0.177,0.415,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480279,0.816,0.038,0.017,0.002,0.011,0.042,0.074,0.055,0.129,-0.074,0.184,0.299,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480312,0.819,0.04,0.016,0.002,0.012,0.044,0.067,0.056,0.125,-0.069,0.181,0.311,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480346,0.833,0.051,0.014,0.001,0.009,0.038,0.054,0.065,0.101,-0.036,0.167,0.392,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480380,0.828,0.067,0.014,0.001,0.007,0.036,0.046,0.082,0.09,-0.009,0.172,0.475,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480413,0.804,0.079,0.02,0.001,0.009,0.046,0.041,0.099,0.097,0.002,0.196,0.506,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480447,0.795,0.078,0.025,0.001,0.011,0.055,0.034,0.103,0.101,0.002,0.205,0.504,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480480,0.804,0.082,0.023,0.001,0.01,0.05,0.03,0.105,0.091,0.014,0.196,0.536,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480514,0.803,0.105,0.02,0.001,0.007,0.037,0.027,0.125,0.072,0.053,0.197,0.635,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480548,0.793,0.125,0.021,0.002,0.006,0.027,0.027,0.146,0.061,0.085,0.207,0.707,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480581,0.797,0.114,0.021,0.002,0.007,0.024,0.034,0.135,0.067,0.068,0.203,0.667,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480615,0.813,0.078,0.019,0.002,0.008,0.025,0.055,0.097,0.09,0.007,0.187,0.52,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480649,0.808,0.055,0.019,0.002,0.008,0.026,0.082,0.074,0.118,-0.045,0.192,0.384,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480682,0.782,0.061,0.021,0.003,0.009,0.031,0.093,0.082,0.136,-0.054,0.218,0.376,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480716,0.768,0.073,0.022,0.004,0.012,0.04,0.082,0.095,0.137,-0.042,0.232,0.409,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480749,0.762,0.078,0.028,0.005,0.014,0.044,0.069,0.106,0.133,-0.027,0.238,0.444,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480783,0.737,0.096,0.042,0.008,0.014,0.039,0.064,0.138,0.125,0.013,0.263,0.524,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480817,0.715,0.109,0.051,0.01,0.013,0.037,0.065,0.16,0.125,0.035,0.285,0.561,Infelicidad
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480850,0.731,0.078,0.046,0.008,0.011,0.049,0.076,0.124,0.145,-0.021,0.269,0.462,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480884,0.754,0.037,0.032,0.006,0.01,0.071,0.09,0.069,0.177,-0.108,0.246,0.281,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480917,0.742,0.028,0.021,0.004,0.014,0.085,0.106,0.049,0.208,-0.159,0.258,0.191,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480951,0.701,0.042,0.016,0.003,0.023,0.087,0.128,0.058,0.241,-0.183,0.299,0.194,Deslealtad
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.08,00:08:05.480985,0.663,0.045,0.017,0.003,0.034,0.095,0.144,0.061,0.276,-0.215,0.337,0.182,Deslealtad
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480018,0.642,0.029,0.018,0.003,0.043,0.119,0.145,0.047,0.311,-0.263,0.358,0.132,Deslealtad
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480052,0.628,0.012,0.021,0.004,0.047,0.147,0.141,0.033,0.339,-0.306,0.372,0.088,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480086,0.621,0.004,0.026,0.005,0.046,0.156,0.142,0.03,0.349,-0.319,0.379,0.079,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480119,0.646,0.004,0.025,0.005,0.038,0.133,0.15,0.029,0.326,-0.297,0.354,0.081,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480153,0.702,0.006,0.016,0.003,0.025,0.089,0.158,0.022,0.276,-0.253,0.298,0.075,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions.",7.48,8.35,8.096,00:08:06.480186,0.745,0.009,0.008,0.002,0.016,0.055,0.165,0.018,0.238,-0.22,0.255,0.069,
