Questions,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540307,0.868,0.045,0.004,0.001,0.009,0.005,0.069,0.049,0.084,-0.035,0.132,0.369,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540340,0.878,0.032,0.004,0.001,0.009,0.005,0.071,0.036,0.086,-0.05,0.122,0.294,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540374,0.886,0.027,0.004,0.001,0.01,0.006,0.066,0.031,0.083,-0.052,0.114,0.27,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540408,0.896,0.03,0.005,0.001,0.01,0.006,0.053,0.034,0.069,-0.035,0.104,0.331,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540441,0.908,0.033,0.005,0.001,0.008,0.006,0.039,0.038,0.053,-0.015,0.092,0.416,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540475,0.92,0.029,0.005,0,0.008,0.006,0.031,0.035,0.046,-0.011,0.08,0.431,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540509,0.922,0.024,0.004,0,0.011,0.007,0.031,0.028,0.049,-0.021,0.078,0.367,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540542,0.919,0.022,0.004,0,0.015,0.009,0.031,0.026,0.055,-0.028,0.081,0.324,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540576,0.92,0.024,0.004,0,0.015,0.009,0.027,0.028,0.052,-0.024,0.08,0.35,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540609,0.923,0.028,0.003,0,0.011,0.007,0.027,0.031,0.046,-0.014,0.077,0.406,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540643,0.92,0.033,0.002,0,0.008,0.005,0.032,0.035,0.045,-0.01,0.08,0.439,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540677,0.908,0.043,0.002,0,0.006,0.004,0.036,0.045,0.047,-0.001,0.092,0.493,Regocijo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540710,0.863,0.088,0.002,0,0.006,0.003,0.038,0.09,0.047,0.043,0.137,0.658,Disfrute
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540744,0.769,0.183,0.002,0,0.005,0.002,0.038,0.186,0.046,0.14,0.231,0.802,Disfrute
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540777,0.683,0.268,0.002,0,0.005,0.002,0.04,0.27,0.048,0.222,0.317,0.85,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540811,0.675,0.262,0.002,0,0.008,0.003,0.05,0.264,0.061,0.203,0.325,0.812,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540845,0.736,0.175,0.003,0,0.015,0.005,0.067,0.177,0.087,0.09,0.264,0.67,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540878,0.814,0.08,0.003,0,0.021,0.006,0.075,0.083,0.102,-0.019,0.186,0.449,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540912,0.869,0.037,0.004,0,0.017,0.006,0.067,0.041,0.09,-0.049,0.131,0.314,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540946,0.876,0.052,0.004,0,0.009,0.005,0.054,0.055,0.068,-0.013,0.124,0.449,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.608,00:09:38.540979,0.856,0.085,0.004,0,0.007,0.004,0.044,0.089,0.055,0.034,0.144,0.618,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540013,0.846,0.088,0.007,0.001,0.011,0.008,0.039,0.095,0.059,0.037,0.154,0.619,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540046,0.857,0.055,0.011,0.001,0.019,0.013,0.044,0.066,0.077,-0.011,0.143,0.461,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540080,0.862,0.034,0.011,0.001,0.019,0.014,0.058,0.045,0.093,-0.047,0.138,0.329,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540114,0.85,0.051,0.008,0.001,0.012,0.009,0.069,0.059,0.091,-0.033,0.15,0.391,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540147,0.836,0.072,0.005,0.001,0.005,0.004,0.077,0.078,0.087,-0.009,0.164,0.473,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540181,0.832,0.073,0.004,0.001,0.003,0.002,0.085,0.076,0.091,-0.015,0.168,0.456,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540215,0.84,0.058,0.003,0,0.003,0.002,0.093,0.061,0.098,-0.037,0.16,0.384,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540248,0.844,0.053,0.002,0,0.004,0.002,0.094,0.055,0.1,-0.045,0.156,0.356,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540282,0.832,0.074,0.003,0,0.004,0.002,0.084,0.077,0.091,-0.014,0.168,0.46,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540315,0.819,0.104,0.003,0,0.003,0.003,0.067,0.108,0.073,0.035,0.181,0.596,Disfrute
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540349,0.82,0.118,0.004,0.001,0.003,0.003,0.053,0.121,0.059,0.063,0.18,0.674,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540383,0.818,0.131,0.004,0,0.002,0.002,0.042,0.135,0.047,0.088,0.182,0.742,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540416,0.809,0.151,0.003,0,0.002,0.002,0.032,0.155,0.036,0.118,0.191,0.81,Regocijo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540450,0.792,0.174,0.003,0,0.002,0.002,0.027,0.178,0.031,0.147,0.208,0.853,Disfrute
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540484,0.747,0.222,0.003,0,0.002,0.002,0.024,0.226,0.027,0.199,0.253,0.892,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540517,0.703,0.269,0.004,0,0.001,0.001,0.021,0.272,0.024,0.248,0.297,0.918,Disfrute
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540551,0.711,0.262,0.003,0,0.001,0.001,0.021,0.265,0.024,0.24,0.289,0.915,Regocijo
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540584,0.73,0.242,0.003,0,0.001,0.001,0.022,0.245,0.025,0.22,0.27,0.907,Disfrute
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540618,0.702,0.272,0.003,0,0.001,0.001,0.02,0.275,0.022,0.253,0.298,0.925,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540652,0.682,0.294,0.004,0,0.001,0.001,0.017,0.298,0.02,0.278,0.318,0.938,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540685,0.743,0.232,0.004,0,0.002,0.001,0.019,0.235,0.022,0.213,0.257,0.915,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540719,0.833,0.133,0.004,0,0.002,0.002,0.027,0.136,0.031,0.105,0.167,0.815,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540752,0.876,0.069,0.004,0,0.004,0.002,0.045,0.073,0.051,0.022,0.124,0.587,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540786,0.884,0.038,0.003,0,0.006,0.003,0.065,0.041,0.074,-0.033,0.116,0.359,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540820,0.894,0.026,0.003,0,0.007,0.003,0.068,0.029,0.078,-0.049,0.106,0.27,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540853,0.909,0.026,0.003,0,0.006,0.003,0.052,0.029,0.062,-0.033,0.091,0.32,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540887,0.924,0.029,0.004,0,0.005,0.002,0.037,0.032,0.044,-0.011,0.076,0.425,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540921,0.928,0.034,0.004,0,0.004,0.001,0.028,0.038,0.034,0.004,0.072,0.525,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540954,0.926,0.039,0.004,0,0.004,0.001,0.025,0.044,0.031,0.013,0.074,0.587,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.624,00:09:39.540988,0.931,0.037,0.004,0,0.003,0.001,0.023,0.041,0.027,0.014,0.069,0.602,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540021,0.937,0.033,0.004,0,0.003,0.001,0.022,0.037,0.026,0.011,0.063,0.583,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540055,0.93,0.036,0.003,0,0.003,0.001,0.026,0.04,0.03,0.01,0.07,0.569,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540089,0.921,0.042,0.003,0,0.003,0.001,0.03,0.044,0.035,0.01,0.079,0.562,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540122,0.915,0.045,0.003,0,0.003,0.001,0.031,0.048,0.037,0.012,0.085,0.568,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540156,0.903,0.055,0.003,0,0.004,0.001,0.034,0.058,0.039,0.019,0.097,0.596,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540190,0.894,0.061,0.003,0,0.005,0.002,0.035,0.064,0.042,0.022,0.106,0.602,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540223,0.905,0.05,0.004,0,0.006,0.002,0.033,0.054,0.041,0.013,0.095,0.566,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540257,0.924,0.034,0.005,0,0.006,0.002,0.03,0.039,0.037,0.002,0.076,0.51,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540290,0.93,0.029,0.005,0,0.004,0.001,0.03,0.034,0.036,-0.002,0.07,0.486,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540324,0.924,0.032,0.004,0,0.004,0.002,0.034,0.036,0.04,-0.004,0.076,0.476,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540358,0.911,0.03,0.003,0,0.005,0.003,0.047,0.033,0.055,-0.022,0.089,0.373,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540391,0.882,0.02,0.003,0,0.01,0.005,0.08,0.023,0.095,-0.072,0.118,0.195,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540425,0.835,0.014,0.002,0,0.017,0.01,0.122,0.016,0.149,-0.133,0.165,0.096,Intranquilidad
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540459,0.797,0.02,0.002,0.001,0.022,0.015,0.144,0.022,0.181,-0.159,0.203,0.108,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540492,0.78,0.039,0.006,0.001,0.021,0.017,0.136,0.045,0.175,-0.13,0.22,0.205,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540526,0.789,0.051,0.016,0.002,0.018,0.016,0.107,0.068,0.143,-0.076,0.211,0.321,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540559,0.824,0.039,0.028,0.003,0.019,0.016,0.071,0.067,0.109,-0.042,0.176,0.38,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540593,0.86,0.026,0.028,0.002,0.022,0.017,0.045,0.054,0.086,-0.032,0.14,0.384,Agrado
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540627,0.869,0.043,0.018,0.002,0.021,0.015,0.033,0.06,0.071,-0.011,0.131,0.459,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540660,0.862,0.075,0.009,0.001,0.014,0.011,0.028,0.084,0.054,0.031,0.138,0.611,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540694,0.87,0.082,0.007,0.001,0.008,0.007,0.025,0.089,0.041,0.048,0.13,0.685,
"Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.44,10.09,9.64,00:09:40.540727,0.895,0.06,0.007,0.001,0.006,0.005,0.025,0.068,0.037,0.031,0.105,0.646,
