Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
8. Justice is the most important requirement for a society.,9.35,9.37,9.352,09:22.5,0.834,0.007,0.008,0.003,0.011,0.003,0.134,0.015,0.152,-0.137,0.166,0.087,
8. Justice is the most important requirement for a society.,9.35,9.37,9.352,09:22.5,0.827,0.007,0.006,0.002,0.011,0.003,0.142,0.014,0.159,-0.145,0.173,0.079,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.808,0.008,0.005,0.002,0.01,0.003,0.164,0.013,0.179,-0.166,0.192,0.067,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.792,0.009,0.003,0.001,0.008,0.003,0.183,0.013,0.195,-0.182,0.208,0.062,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.815,0.013,0.002,0.001,0.006,0.002,0.162,0.015,0.17,-0.154,0.185,0.083,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.865,0.018,0.003,0.001,0.003,0.001,0.11,0.021,0.114,-0.094,0.135,0.153,Extraneza
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.889,0.019,0.005,0.001,0.003,0.001,0.083,0.023,0.087,-0.064,0.111,0.21,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.884,0.013,0.006,0.001,0.004,0.001,0.091,0.019,0.097,-0.078,0.116,0.164,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.887,0.006,0.007,0.001,0.004,0,0.094,0.013,0.1,-0.087,0.113,0.114,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.905,0.004,0.007,0.001,0.004,0,0.079,0.011,0.084,-0.073,0.095,0.114,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.921,0.005,0.007,0.001,0.003,0,0.062,0.013,0.066,-0.054,0.079,0.161,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.93,0.007,0.007,0.001,0.003,0.001,0.051,0.014,0.055,-0.041,0.07,0.208,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.934,0.009,0.006,0.001,0.003,0.001,0.045,0.016,0.05,-0.034,0.066,0.241,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.933,0.015,0.008,0.001,0.003,0.001,0.04,0.022,0.045,-0.023,0.067,0.33,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.926,0.024,0.011,0.002,0.003,0.001,0.032,0.035,0.038,-0.003,0.074,0.477,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.92,0.03,0.013,0.002,0.004,0.001,0.031,0.043,0.038,0.005,0.08,0.532,
8. Justice is the most important requirement for a society.,9.35,9.37,9.368,09:23.5,0.911,0.025,0.01,0.002,0.005,0.001,0.046,0.035,0.054,-0.019,0.089,0.395,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.811,0.004,0.011,0.002,0.013,0.001,0.158,0.015,0.175,-0.16,0.189,0.077,Extraneza
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.81,0.004,0.012,0.002,0.013,0.001,0.157,0.016,0.174,-0.159,0.19,0.083,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.809,0.004,0.012,0.002,0.013,0.001,0.158,0.017,0.174,-0.157,0.191,0.087,Extraneza
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.82,0.004,0.012,0.002,0.011,0.001,0.15,0.016,0.164,-0.148,0.18,0.087,Extraneza
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.832,0.004,0.011,0.002,0.009,0.001,0.141,0.014,0.153,-0.139,0.168,0.086,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.83,0.004,0.011,0.002,0.009,0.001,0.143,0.015,0.155,-0.14,0.17,0.087,Extraneza
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.819,0.005,0.011,0.002,0.009,0.001,0.153,0.015,0.166,-0.151,0.181,0.084,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.811,0.005,0.01,0.002,0.01,0.001,0.161,0.015,0.174,-0.159,0.189,0.08,Extraneza
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.808,0.006,0.01,0.002,0.01,0.001,0.163,0.016,0.176,-0.161,0.192,0.081,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.81,0.007,0.01,0.003,0.01,0.001,0.16,0.017,0.174,-0.157,0.19,0.088,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.811,0.007,0.011,0.002,0.011,0.001,0.156,0.018,0.171,-0.153,0.189,0.095,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.801,0.009,0.009,0.002,0.012,0.002,0.166,0.018,0.181,-0.163,0.199,0.09,Extraneza
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.792,0.01,0.007,0.001,0.011,0.002,0.176,0.017,0.191,-0.173,0.208,0.084,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.798,0.014,0.01,0.002,0.011,0.002,0.164,0.024,0.179,-0.155,0.202,0.118,Extraneza
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.4,09:25.5,0.803,0.022,0.019,0.004,0.011,0.003,0.14,0.04,0.157,-0.117,0.197,0.203,Extraneza
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.809,0.026,0.024,0.005,0.011,0.003,0.122,0.05,0.142,-0.092,0.191,0.26,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.826,0.019,0.021,0.004,0.011,0.002,0.115,0.041,0.133,-0.092,0.174,0.234,Extraneza
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.837,0.01,0.015,0.003,0.01,0.001,0.124,0.025,0.138,-0.114,0.163,0.152,Extraneza
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.833,0.006,0.011,0.002,0.01,0.001,0.137,0.017,0.15,-0.133,0.167,0.102,Extraneza
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.829,0.007,0.011,0.003,0.009,0.001,0.14,0.018,0.153,-0.134,0.171,0.107,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.825,0.009,0.012,0.003,0.008,0.001,0.141,0.021,0.153,-0.132,0.175,0.122,Extraneza
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.824,0.008,0.012,0.003,0.008,0.001,0.144,0.02,0.156,-0.137,0.176,0.111,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.833,0.006,0.011,0.003,0.008,0.001,0.138,0.017,0.15,-0.132,0.167,0.105,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.849,0.006,0.015,0.003,0.007,0.001,0.118,0.022,0.129,-0.108,0.151,0.143,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.866,0.007,0.02,0.003,0.007,0.001,0.096,0.027,0.107,-0.08,0.134,0.204,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.865,0.009,0.021,0.003,0.007,0.001,0.092,0.031,0.104,-0.073,0.135,0.227,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.829,0.014,0.018,0.002,0.007,0.002,0.128,0.032,0.139,-0.107,0.171,0.187,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.781,0.019,0.012,0.002,0.007,0.002,0.178,0.031,0.189,-0.158,0.219,0.14,
"9. People should be loyal to their family members, even when they have done something wrong.",9.4,9.43,9.416,09:26.5,0.773,0.02,0.012,0.002,0.008,0.002,0.183,0.032,0.195,-0.163,0.227,0.142,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.783,0.005,0.004,0.001,0.011,0.002,0.193,0.009,0.208,-0.199,0.217,0.041,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.812,0.005,0.003,0.001,0.01,0.002,0.167,0.008,0.18,-0.172,0.188,0.043,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.832,0.006,0.003,0.001,0.011,0.002,0.146,0.008,0.16,-0.151,0.168,0.05,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.827,0.007,0.003,0.002,0.012,0.002,0.147,0.01,0.163,-0.153,0.173,0.059,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.823,0.011,0.004,0.002,0.012,0.002,0.145,0.015,0.163,-0.148,0.177,0.082,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.841,0.016,0.004,0.002,0.011,0.002,0.124,0.021,0.139,-0.118,0.159,0.129,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.857,0.022,0.004,0.002,0.008,0.002,0.106,0.026,0.116,-0.09,0.143,0.183,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.859,0.029,0.004,0.001,0.005,0.001,0.102,0.032,0.109,-0.076,0.141,0.23,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.864,0.04,0.005,0.001,0.003,0,0.087,0.045,0.091,-0.046,0.136,0.331,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.877,0.055,0.006,0.001,0.002,0,0.059,0.061,0.062,-0.001,0.123,0.495,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.891,0.057,0.007,0.001,0.002,0,0.042,0.064,0.045,0.019,0.109,0.586,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.897,0.044,0.007,0.001,0.002,0,0.049,0.051,0.052,-0.002,0.103,0.492,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.887,0.026,0.008,0.001,0.004,0.001,0.074,0.034,0.08,-0.046,0.113,0.297,
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.862,0.014,0.008,0.002,0.007,0.001,0.106,0.022,0.116,-0.094,0.138,0.16,Extraneza
10. Men and women each have different roles to play in society.,9.45,9.48,9.464,09:29.5,0.834,0.007,0.008,0.002,0.012,0.002,0.134,0.016,0.15,-0.134,0.166,0.095,
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.801,0.004,0.01,0.002,0.016,0.002,0.164,0.014,0.185,-0.171,0.199,0.07,
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.753,0.003,0.011,0.003,0.017,0.003,0.209,0.014,0.233,-0.218,0.247,0.058,
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.693,0.005,0.009,0.003,0.017,0.002,0.271,0.013,0.293,-0.28,0.307,0.044,
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.654,0.006,0.005,0.002,0.016,0.002,0.315,0.011,0.335,-0.324,0.346,0.032,
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.658,0.005,0.003,0.001,0.016,0.002,0.314,0.009,0.333,-0.324,0.342,0.025,
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.688,0.004,0.004,0.002,0.016,0.003,0.284,0.008,0.304,-0.296,0.312,0.025,
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.716,0.003,0.005,0.002,0.016,0.003,0.255,0.009,0.276,-0.267,0.284,0.031,
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.735,0.003,0.007,0.002,0.017,0.002,0.234,0.01,0.255,-0.245,0.265,0.037,
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.751,0.003,0.007,0.002,0.016,0.002,0.219,0.01,0.239,-0.229,0.249,0.041,
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.767,0.004,0.007,0.002,0.015,0.003,0.203,0.011,0.222,-0.212,0.233,0.045,
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.777,0.004,0.007,0.002,0.015,0.003,0.192,0.011,0.212,-0.201,0.223,0.048,Extraneza
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.772,0.004,0.007,0.002,0.016,0.003,0.197,0.011,0.217,-0.206,0.228,0.049,
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.763,0.003,0.009,0.003,0.015,0.002,0.204,0.013,0.224,-0.212,0.237,0.053,Extraneza
10. Men and women each have different roles to play in society.,9.45,9.48,9.48,09:30.5,0.775,0.003,0.01,0.004,0.013,0.002,0.192,0.014,0.211,-0.197,0.225,0.061,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.826,0.01,0.008,0.004,0.01,0.002,0.141,0.017,0.156,-0.139,0.174,0.1,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.824,0.012,0.008,0.005,0.009,0.002,0.14,0.02,0.156,-0.136,0.176,0.113,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.843,0.013,0.007,0.004,0.009,0.002,0.123,0.02,0.137,-0.117,0.157,0.13,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.865,0.011,0.005,0.003,0.007,0.001,0.107,0.016,0.119,-0.103,0.135,0.12,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.875,0.008,0.004,0.002,0.006,0.001,0.105,0.011,0.114,-0.102,0.125,0.09,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.875,0.008,0.004,0.002,0.006,0.001,0.105,0.012,0.113,-0.102,0.125,0.093,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.876,0.009,0.004,0.002,0.006,0.001,0.102,0.013,0.111,-0.098,0.124,0.107,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.874,0.009,0.004,0.002,0.006,0.001,0.104,0.013,0.113,-0.101,0.126,0.101,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.863,0.009,0.005,0.002,0.007,0.001,0.113,0.013,0.124,-0.11,0.137,0.098,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.849,0.011,0.006,0.004,0.008,0.001,0.122,0.016,0.135,-0.118,0.151,0.109,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.836,0.012,0.007,0.005,0.009,0.002,0.13,0.018,0.146,-0.127,0.164,0.112,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.822,0.011,0.007,0.005,0.01,0.002,0.142,0.018,0.159,-0.141,0.178,0.103,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.82,0.011,0.006,0.005,0.01,0.002,0.146,0.017,0.163,-0.146,0.18,0.094,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.833,0.01,0.005,0.004,0.009,0.002,0.137,0.015,0.152,-0.137,0.167,0.09,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.512,09:32.5,0.847,0.009,0.005,0.003,0.008,0.002,0.126,0.014,0.139,-0.125,0.153,0.092,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.85,0.008,0.006,0.003,0.007,0.002,0.124,0.014,0.136,-0.123,0.15,0.092,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.84,0.007,0.007,0.003,0.008,0.002,0.133,0.014,0.146,-0.132,0.16,0.087,Extraneza
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.822,0.008,0.007,0.004,0.009,0.003,0.149,0.015,0.164,-0.149,0.178,0.083,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.804,0.008,0.008,0.005,0.01,0.003,0.162,0.017,0.179,-0.163,0.196,0.085,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.795,0.009,0.01,0.006,0.012,0.003,0.165,0.019,0.186,-0.167,0.205,0.094,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.797,0.01,0.01,0.006,0.012,0.003,0.162,0.02,0.183,-0.163,0.203,0.1,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.809,0.01,0.008,0.005,0.011,0.003,0.154,0.019,0.172,-0.153,0.191,0.099,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.824,0.009,0.007,0.003,0.009,0.002,0.145,0.016,0.16,-0.144,0.176,0.091,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.829,0.009,0.005,0.003,0.008,0.001,0.144,0.014,0.157,-0.143,0.171,0.084,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.825,0.009,0.005,0.003,0.008,0.001,0.148,0.014,0.161,-0.147,0.175,0.079,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.821,0.008,0.006,0.003,0.009,0.002,0.151,0.014,0.165,-0.151,0.179,0.078,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.823,0.007,0.008,0.004,0.009,0.002,0.147,0.015,0.162,-0.147,0.177,0.085,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.843,0.006,0.009,0.003,0.009,0.002,0.128,0.015,0.142,-0.127,0.157,0.095,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.877,0.004,0.009,0.002,0.008,0.002,0.1,0.012,0.111,-0.099,0.123,0.099,
11. I would call some acts wrong on the grounds that they are unnatural.,9.51,9.54,9.528,09:33.5,0.897,0.002,0.007,0.001,0.007,0.001,0.084,0.009,0.093,-0.084,0.103,0.089,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.831,0.014,0.003,0.001,0.006,0.001,0.145,0.017,0.152,-0.135,0.169,0.1,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.82,0.034,0.002,0,0.004,0.001,0.139,0.037,0.144,-0.107,0.18,0.203,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.831,0.048,0.002,0,0.002,0,0.115,0.05,0.119,-0.068,0.169,0.297,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.849,0.039,0.004,0.001,0.003,0.001,0.104,0.042,0.108,-0.066,0.151,0.281,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.838,0.025,0.005,0.002,0.005,0.001,0.124,0.029,0.133,-0.104,0.162,0.18,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.836,0.017,0.005,0.003,0.007,0.001,0.131,0.022,0.142,-0.12,0.164,0.133,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.869,0.011,0.004,0.002,0.006,0.001,0.108,0.015,0.116,-0.101,0.131,0.112,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.893,0.006,0.004,0.001,0.004,0,0.09,0.011,0.096,-0.086,0.107,0.099,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.874,0.01,0.005,0.002,0.005,0,0.105,0.015,0.112,-0.097,0.126,0.116,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.812,0.02,0.005,0.003,0.007,0.001,0.151,0.025,0.163,-0.137,0.188,0.135,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.745,0.029,0.007,0.006,0.012,0.001,0.2,0.036,0.219,-0.183,0.255,0.141,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.697,0.027,0.009,0.008,0.017,0.002,0.24,0.036,0.267,-0.231,0.303,0.119,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.629,0.017,0.009,0.008,0.017,0.002,0.317,0.026,0.345,-0.319,0.371,0.071,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.545,0.011,0.007,0.006,0.013,0.002,0.416,0.018,0.438,-0.42,0.455,0.039,
12. It can never be right to kill a human being.,9.56,9.59,9.56,09:35.5,0.538,0.01,0.004,0.004,0.008,0.002,0.435,0.014,0.448,-0.434,0.462,0.03,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.639,0.009,0.003,0.002,0.006,0.001,0.341,0.012,0.349,-0.338,0.361,0.032,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.758,0.007,0.002,0.001,0.005,0.001,0.227,0.01,0.233,-0.223,0.242,0.04,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.823,0.007,0.003,0.001,0.005,0,0.161,0.009,0.168,-0.158,0.177,0.054,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.859,0.006,0.004,0.001,0.006,0.001,0.125,0.01,0.132,-0.122,0.141,0.07,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.887,0.005,0.005,0.001,0.006,0.001,0.094,0.011,0.102,-0.091,0.113,0.095,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.904,0.005,0.006,0.001,0.006,0.001,0.077,0.011,0.085,-0.073,0.096,0.119,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.913,0.005,0.008,0.001,0.005,0.001,0.069,0.012,0.075,-0.063,0.087,0.141,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.918,0.006,0.009,0.001,0.004,0,0.062,0.015,0.067,-0.053,0.082,0.18,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.916,0.007,0.01,0.001,0.004,0.001,0.061,0.018,0.066,-0.049,0.084,0.21,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.912,0.008,0.01,0.001,0.004,0.001,0.064,0.018,0.069,-0.051,0.088,0.21,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.909,0.008,0.011,0.002,0.004,0.001,0.066,0.019,0.072,-0.053,0.091,0.207,Extraneza
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.896,0.009,0.012,0.002,0.005,0.001,0.075,0.021,0.082,-0.061,0.104,0.205,Extraneza
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.872,0.01,0.014,0.003,0.006,0.001,0.094,0.024,0.104,-0.08,0.128,0.185,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.852,0.009,0.015,0.004,0.007,0.001,0.112,0.024,0.124,-0.1,0.148,0.161,
12. It can never be right to kill a human being.,9.56,9.59,9.576,09:36.5,0.854,0.008,0.015,0.004,0.007,0.001,0.112,0.022,0.124,-0.101,0.146,0.153,Extraneza
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.841,0.002,0.009,0.001,0.013,0.002,0.132,0.011,0.148,-0.137,0.159,0.067,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.841,0.001,0.008,0.001,0.013,0.002,0.132,0.01,0.149,-0.139,0.159,0.061,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.853,0.001,0.007,0.001,0.012,0.002,0.124,0.009,0.139,-0.13,0.147,0.059,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.876,0.001,0.006,0.001,0.009,0.002,0.104,0.008,0.116,-0.108,0.124,0.062,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.897,0.002,0.006,0.001,0.008,0.001,0.085,0.007,0.095,-0.088,0.103,0.071,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.902,0.002,0.006,0.001,0.008,0.001,0.079,0.008,0.09,-0.082,0.098,0.081,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.894,0.001,0.008,0.001,0.01,0.001,0.084,0.009,0.097,-0.088,0.106,0.086,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.886,0.001,0.008,0.001,0.012,0.001,0.09,0.01,0.104,-0.095,0.114,0.086,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.881,0.001,0.008,0.001,0.012,0.001,0.096,0.009,0.11,-0.101,0.119,0.078,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.876,0.001,0.007,0.001,0.012,0.001,0.102,0.008,0.116,-0.108,0.124,0.065,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.87,0.001,0.006,0.001,0.012,0.001,0.109,0.007,0.122,-0.115,0.13,0.056,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.861,0.001,0.007,0.001,0.012,0.001,0.117,0.008,0.131,-0.123,0.139,0.057,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.853,0.002,0.007,0.002,0.011,0.001,0.124,0.009,0.137,-0.128,0.147,0.062,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.853,0.003,0.007,0.002,0.01,0.001,0.124,0.01,0.137,-0.128,0.147,0.067,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.064,10:04.6,0.848,0.003,0.007,0.002,0.011,0.001,0.129,0.01,0.142,-0.133,0.152,0.065,Extraneza
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.08,10:05.6,0.838,0.002,0.007,0.001,0.012,0.001,0.138,0.009,0.152,-0.143,0.162,0.058,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.08,10:05.6,0.835,0.002,0.007,0.001,0.011,0.001,0.142,0.009,0.156,-0.147,0.165,0.055,
13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,10.05,10.08,10.08,10:05.6,0.795,0.002,0.007,0.002,0.01,0.002,0.183,0.009,0.196,-0.187,0.205,0.043,
