Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.512,00:09:32.540995,0.601,0.067,0.008,0.005,0.022,0.043,0.253,0.075,0.323,-0.248,0.399,0.189,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540028,0.535,0.045,0.006,0.004,0.031,0.059,0.32,0.051,0.414,-0.363,0.465,0.109,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540062,0.501,0.029,0.004,0.003,0.038,0.081,0.343,0.033,0.466,-0.432,0.499,0.066,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540096,0.522,0.017,0.004,0.003,0.037,0.092,0.325,0.021,0.457,-0.436,0.478,0.043,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540129,0.594,0.011,0.003,0.003,0.028,0.076,0.285,0.014,0.392,-0.378,0.406,0.035,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540163,0.669,0.01,0.004,0.003,0.019,0.053,0.242,0.014,0.317,-0.304,0.331,0.041,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540197,0.69,0.015,0.006,0.004,0.016,0.043,0.225,0.02,0.289,-0.269,0.31,0.066,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540230,0.654,0.033,0.01,0.007,0.017,0.04,0.239,0.042,0.304,-0.261,0.346,0.122,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540264,0.609,0.062,0.014,0.01,0.022,0.032,0.251,0.077,0.315,-0.238,0.391,0.196,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540297,0.574,0.101,0.017,0.013,0.025,0.024,0.246,0.118,0.308,-0.19,0.426,0.277,Anoranza
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540331,0.534,0.159,0.016,0.015,0.023,0.017,0.237,0.174,0.291,-0.117,0.466,0.374,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540365,0.511,0.22,0.013,0.015,0.016,0.01,0.214,0.233,0.256,-0.023,0.489,0.477,Intranquilidad
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540398,0.534,0.238,0.016,0.014,0.011,0.006,0.181,0.254,0.212,0.041,0.466,0.544,Regocijo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540432,0.565,0.225,0.021,0.016,0.008,0.004,0.161,0.246,0.189,0.057,0.435,0.565,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540465,0.553,0.234,0.023,0.02,0.006,0.003,0.162,0.257,0.19,0.067,0.447,0.575,Anoranza
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540499,0.525,0.241,0.018,0.02,0.005,0.003,0.188,0.259,0.216,0.043,0.475,0.545,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540533,0.539,0.214,0.011,0.014,0.005,0.003,0.214,0.224,0.237,-0.013,0.461,0.486,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540566,0.595,0.175,0.006,0.008,0.005,0.003,0.208,0.181,0.224,-0.043,0.405,0.447,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540600,0.645,0.13,0.004,0.004,0.005,0.005,0.206,0.135,0.22,-0.086,0.355,0.379,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540634,0.683,0.085,0.005,0.003,0.009,0.011,0.204,0.089,0.228,-0.138,0.317,0.282,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540667,0.747,0.052,0.007,0.003,0.013,0.021,0.157,0.058,0.195,-0.136,0.253,0.231,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540701,0.815,0.026,0.009,0.003,0.015,0.026,0.105,0.035,0.15,-0.115,0.185,0.189,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540734,0.828,0.014,0.009,0.004,0.013,0.024,0.108,0.023,0.148,-0.125,0.172,0.137,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540768,0.795,0.021,0.008,0.004,0.011,0.017,0.144,0.029,0.176,-0.147,0.205,0.141,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540802,0.782,0.032,0.007,0.005,0.008,0.011,0.156,0.039,0.179,-0.14,0.218,0.178,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540835,0.817,0.035,0.007,0.004,0.006,0.008,0.122,0.042,0.141,-0.099,0.183,0.229,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540869,0.821,0.074,0.007,0.004,0.007,0.008,0.079,0.081,0.098,-0.017,0.179,0.453,Intranquilidad
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540902,0.706,0.21,0.007,0.004,0.007,0.008,0.058,0.217,0.077,0.14,0.294,0.738,Regocijo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540936,0.558,0.355,0.006,0.005,0.007,0.009,0.06,0.361,0.081,0.28,0.442,0.817,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.528,00:09:33.540970,0.519,0.373,0.006,0.007,0.009,0.011,0.075,0.379,0.102,0.278,0.481,0.788,Disfrute
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540003,0.566,0.301,0.007,0.009,0.01,0.015,0.091,0.309,0.125,0.184,0.434,0.712,Disfrute
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540037,0.605,0.249,0.008,0.011,0.009,0.018,0.099,0.257,0.137,0.12,0.395,0.652,
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540071,0.633,0.235,0.008,0.01,0.008,0.018,0.087,0.243,0.124,0.119,0.367,0.663,Agrado
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540104,0.692,0.206,0.009,0.008,0.007,0.016,0.063,0.215,0.093,0.122,0.308,0.698,Agrado
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540138,0.763,0.154,0.009,0.007,0.005,0.015,0.047,0.163,0.074,0.09,0.237,0.689,Disfrute
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540171,0.79,0.127,0.01,0.007,0.006,0.016,0.045,0.137,0.073,0.064,0.21,0.653,Intranquilidad
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540205,0.747,0.151,0.01,0.008,0.007,0.02,0.057,0.161,0.092,0.069,0.253,0.636,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540239,0.636,0.23,0.01,0.009,0.009,0.023,0.082,0.24,0.124,0.116,0.364,0.66,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540272,0.47,0.392,0.008,0.008,0.009,0.021,0.091,0.401,0.129,0.272,0.53,0.757,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540306,0.299,0.603,0.006,0.006,0.005,0.013,0.068,0.61,0.091,0.518,0.701,0.87,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540340,0.185,0.75,0.006,0.004,0.003,0.007,0.045,0.756,0.059,0.697,0.815,0.928,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540373,0.141,0.789,0.007,0.004,0.004,0.007,0.048,0.796,0.063,0.733,0.859,0.927,Extasis
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540407,0.125,0.795,0.007,0.004,0.005,0.008,0.055,0.802,0.072,0.73,0.875,0.917,Extasis
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540440,0.099,0.837,0.006,0.003,0.004,0.007,0.044,0.842,0.059,0.783,0.901,0.934,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540474,0.076,0.876,0.004,0.002,0.004,0.007,0.03,0.88,0.043,0.837,0.924,0.953,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540508,0.091,0.846,0.005,0.002,0.008,0.012,0.036,0.851,0.058,0.793,0.909,0.936,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540541,0.132,0.768,0.006,0.003,0.015,0.02,0.056,0.775,0.093,0.681,0.868,0.892,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540575,0.148,0.737,0.007,0.003,0.018,0.022,0.065,0.745,0.107,0.637,0.852,0.874,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540609,0.124,0.786,0.007,0.003,0.014,0.016,0.051,0.793,0.084,0.709,0.876,0.904,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540642,0.09,0.848,0.007,0.003,0.01,0.011,0.032,0.855,0.055,0.8,0.91,0.94,Extasis
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540676,0.076,0.867,0.009,0.004,0.01,0.011,0.024,0.876,0.048,0.827,0.924,0.948,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540709,0.075,0.862,0.011,0.005,0.011,0.012,0.024,0.873,0.052,0.821,0.925,0.943,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540743,0.078,0.854,0.013,0.006,0.014,0.011,0.024,0.867,0.055,0.812,0.922,0.94,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540777,0.091,0.831,0.015,0.008,0.019,0.011,0.026,0.845,0.063,0.782,0.909,0.931,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540810,0.099,0.814,0.016,0.008,0.024,0.014,0.025,0.83,0.071,0.759,0.901,0.921,Extasis
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540844,0.084,0.838,0.014,0.007,0.025,0.015,0.018,0.852,0.064,0.787,0.916,0.93,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540878,0.064,0.872,0.012,0.004,0.023,0.015,0.009,0.884,0.052,0.833,0.936,0.945,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540911,0.062,0.88,0.012,0.003,0.022,0.015,0.005,0.892,0.046,0.846,0.938,0.951,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540945,0.083,0.859,0.012,0.003,0.021,0.015,0.006,0.872,0.045,0.826,0.917,0.951,Regocijo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.544,00:09:34.540978,0.13,0.808,0.015,0.004,0.018,0.014,0.011,0.823,0.047,0.776,0.87,0.946,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.56,00:09:35.540012,0.208,0.711,0.024,0.008,0.013,0.014,0.023,0.734,0.058,0.677,0.792,0.927,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.56,00:09:35.540046,0.282,0.616,0.03,0.011,0.01,0.014,0.036,0.646,0.072,0.574,0.718,0.9,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.56,00:09:35.540079,0.304,0.598,0.027,0.011,0.008,0.013,0.04,0.625,0.071,0.554,0.696,0.898,Optimismo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.56,00:09:35.540113,0.282,0.641,0.019,0.008,0.005,0.01,0.033,0.661,0.057,0.604,0.718,0.92,Regocijo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.56,00:09:35.540146,0.272,0.667,0.016,0.006,0.004,0.01,0.025,0.683,0.045,0.637,0.728,0.938,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.56,00:09:35.540180,0.302,0.642,0.015,0.006,0.004,0.012,0.021,0.656,0.042,0.614,0.698,0.94,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.56,00:09:35.540214,0.335,0.606,0.014,0.006,0.003,0.013,0.022,0.621,0.044,0.576,0.665,0.933,Regocijo
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.56,00:09:35.540247,0.337,0.6,0.015,0.008,0.003,0.012,0.025,0.615,0.048,0.566,0.663,0.927,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.56,00:09:35.540281,0.344,0.584,0.019,0.01,0.003,0.011,0.03,0.602,0.054,0.548,0.656,0.918,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.56,00:09:35.540315,0.367,0.548,0.024,0.011,0.004,0.011,0.035,0.572,0.061,0.511,0.633,0.904,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.56,00:09:35.540348,0.368,0.547,0.024,0.011,0.004,0.011,0.037,0.57,0.062,0.509,0.632,0.902,Alegria
" Q13: Thank you for your answers. Now, you can release those opinions, and return to the ones you hold. Moving on, could you tell me a little about your family? What are you parents like? Do you have any siblings? (reverting lens to personal views) Q: We would now like to ask you to answer the moral foundations questionnaire again, now how you actually feel about the questions. ",8.56,10.01,9.56,00:09:35.540382,0.347,0.579,0.018,0.009,0.003,0.01,0.034,0.597,0.056,0.541,0.653,0.915,Regocijo
