Question,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420302,0.931,0.015,0.008,0.003,0.01,0.02,0.014,0.023,0.046,-0.023,0.069,0.335,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420335,0.932,0.018,0.01,0.003,0.009,0.016,0.012,0.028,0.041,-0.013,0.068,0.404,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420369,0.926,0.019,0.012,0.004,0.01,0.016,0.013,0.031,0.043,-0.012,0.074,0.422,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420403,0.922,0.019,0.013,0.005,0.011,0.017,0.014,0.032,0.046,-0.014,0.078,0.409,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420436,0.918,0.019,0.013,0.005,0.011,0.018,0.016,0.032,0.05,-0.018,0.082,0.392,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420470,0.92,0.02,0.012,0.005,0.011,0.017,0.016,0.032,0.049,-0.017,0.08,0.393,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420503,0.931,0.019,0.009,0.004,0.009,0.013,0.015,0.028,0.041,-0.013,0.069,0.408,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420537,0.942,0.02,0.006,0.003,0.007,0.009,0.013,0.025,0.032,-0.007,0.058,0.441,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420571,0.944,0.023,0.005,0.002,0.006,0.008,0.012,0.028,0.028,0,0.056,0.5,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420604,0.944,0.026,0.005,0.002,0.005,0.007,0.011,0.031,0.026,0.005,0.056,0.546,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420638,0.944,0.026,0.005,0.002,0.005,0.007,0.011,0.031,0.025,0.005,0.056,0.545,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420672,0.943,0.025,0.005,0.002,0.006,0.008,0.012,0.029,0.028,0.001,0.057,0.512,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420705,0.934,0.024,0.006,0.003,0.007,0.01,0.017,0.029,0.036,-0.007,0.066,0.449,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420739,0.915,0.021,0.009,0.004,0.011,0.014,0.026,0.03,0.055,-0.025,0.085,0.354,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420772,0.892,0.017,0.016,0.007,0.014,0.02,0.035,0.033,0.075,-0.043,0.108,0.304,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420806,0.886,0.02,0.019,0.008,0.014,0.021,0.033,0.039,0.075,-0.036,0.114,0.341,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420840,0.898,0.031,0.014,0.006,0.01,0.017,0.024,0.046,0.056,-0.011,0.102,0.448,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420873,0.905,0.04,0.01,0.003,0.008,0.017,0.018,0.049,0.046,0.003,0.095,0.516,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420907,0.902,0.039,0.009,0.003,0.008,0.021,0.017,0.048,0.05,-0.002,0.098,0.49,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420941,0.905,0.037,0.009,0.004,0.008,0.021,0.017,0.046,0.049,-0.003,0.095,0.482,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.896,00:07:56.420974,0.912,0.035,0.007,0.003,0.007,0.019,0.016,0.042,0.046,-0.003,0.088,0.481,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420008,0.913,0.029,0.006,0.003,0.008,0.022,0.019,0.035,0.052,-0.016,0.087,0.406,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420041,0.912,0.026,0.005,0.003,0.01,0.024,0.02,0.031,0.058,-0.027,0.088,0.348,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420075,0.918,0.025,0.004,0.003,0.01,0.021,0.019,0.03,0.053,-0.023,0.082,0.359,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420109,0.927,0.023,0.004,0.003,0.009,0.017,0.017,0.027,0.046,-0.019,0.073,0.373,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420142,0.935,0.019,0.004,0.002,0.008,0.018,0.014,0.023,0.042,-0.02,0.065,0.349,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420176,0.941,0.016,0.003,0.002,0.007,0.019,0.012,0.019,0.04,-0.021,0.059,0.325,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420210,0.94,0.017,0.003,0.001,0.007,0.019,0.012,0.02,0.04,-0.02,0.06,0.336,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420243,0.937,0.02,0.003,0.001,0.007,0.017,0.014,0.023,0.04,-0.017,0.063,0.366,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420277,0.94,0.02,0.003,0.001,0.007,0.015,0.014,0.023,0.038,-0.015,0.06,0.378,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420310,0.945,0.017,0.003,0.001,0.006,0.015,0.013,0.02,0.035,-0.016,0.055,0.355,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420344,0.948,0.013,0.003,0.001,0.007,0.016,0.012,0.016,0.036,-0.02,0.052,0.309,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420378,0.948,0.012,0.002,0.001,0.008,0.018,0.012,0.014,0.038,-0.024,0.052,0.267,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420411,0.946,0.011,0.002,0.001,0.008,0.018,0.014,0.013,0.041,-0.029,0.054,0.232,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420445,0.945,0.01,0.002,0.001,0.009,0.019,0.015,0.011,0.043,-0.032,0.055,0.21,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420478,0.947,0.01,0.002,0.001,0.008,0.018,0.014,0.012,0.041,-0.029,0.053,0.232,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420512,0.949,0.013,0.003,0.001,0.007,0.017,0.011,0.016,0.036,-0.02,0.051,0.302,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420546,0.949,0.015,0.003,0.001,0.006,0.015,0.01,0.019,0.032,-0.014,0.051,0.365,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420579,0.947,0.016,0.003,0.001,0.007,0.015,0.01,0.02,0.033,-0.014,0.053,0.373,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420613,0.944,0.016,0.003,0.001,0.007,0.016,0.011,0.019,0.036,-0.017,0.056,0.349,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420647,0.942,0.015,0.003,0.001,0.008,0.017,0.013,0.018,0.04,-0.021,0.058,0.317,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420680,0.937,0.015,0.003,0.001,0.009,0.02,0.014,0.018,0.046,-0.028,0.063,0.28,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420714,0.931,0.015,0.003,0.001,0.011,0.023,0.016,0.018,0.051,-0.033,0.069,0.264,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420747,0.931,0.016,0.003,0.001,0.011,0.022,0.016,0.019,0.05,-0.031,0.069,0.276,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420781,0.935,0.015,0.003,0.001,0.009,0.019,0.017,0.018,0.046,-0.028,0.065,0.282,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420815,0.937,0.013,0.003,0.001,0.009,0.019,0.018,0.016,0.046,-0.03,0.063,0.257,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420848,0.934,0.012,0.002,0.001,0.009,0.022,0.019,0.015,0.051,-0.036,0.066,0.228,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420882,0.929,0.013,0.002,0.001,0.01,0.025,0.019,0.016,0.055,-0.039,0.071,0.223,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420916,0.923,0.016,0.003,0.001,0.011,0.026,0.02,0.019,0.058,-0.039,0.077,0.245,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420949,0.921,0.019,0.003,0.001,0.012,0.025,0.02,0.022,0.057,-0.035,0.079,0.277,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.912,00:07:57.420983,0.925,0.02,0.003,0.001,0.011,0.021,0.019,0.023,0.053,-0.03,0.075,0.301,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420016,0.932,0.019,0.003,0.001,0.01,0.018,0.018,0.021,0.047,-0.025,0.068,0.313,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420050,0.938,0.017,0.003,0.001,0.008,0.017,0.016,0.019,0.042,-0.023,0.062,0.313,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420084,0.94,0.015,0.003,0.001,0.007,0.018,0.016,0.018,0.042,-0.024,0.06,0.296,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420117,0.937,0.014,0.003,0.001,0.007,0.021,0.016,0.018,0.045,-0.028,0.063,0.28,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420151,0.934,0.017,0.003,0.001,0.008,0.022,0.016,0.02,0.047,-0.027,0.066,0.297,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420185,0.933,0.019,0.003,0.001,0.008,0.02,0.016,0.022,0.045,-0.023,0.067,0.332,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420218,0.935,0.02,0.003,0.001,0.008,0.017,0.016,0.023,0.042,-0.019,0.065,0.354,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420252,0.939,0.02,0.003,0.001,0.007,0.016,0.015,0.023,0.039,-0.016,0.061,0.37,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420285,0.944,0.019,0.003,0.001,0.006,0.013,0.013,0.022,0.034,-0.011,0.056,0.397,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420319,0.948,0.02,0.003,0.001,0.005,0.011,0.012,0.022,0.029,-0.007,0.052,0.433,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420353,0.948,0.022,0.003,0.001,0.005,0.011,0.011,0.025,0.027,-0.003,0.052,0.473,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420386,0.944,0.025,0.003,0.001,0.004,0.011,0.012,0.028,0.028,0.001,0.056,0.506,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420420,0.939,0.029,0.003,0.001,0.004,0.012,0.012,0.032,0.029,0.004,0.061,0.53,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420454,0.936,0.03,0.003,0.001,0.004,0.012,0.012,0.034,0.03,0.004,0.064,0.533,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420487,0.935,0.029,0.004,0.001,0.005,0.014,0.013,0.032,0.033,-0.001,0.065,0.495,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420521,0.932,0.027,0.004,0.001,0.006,0.017,0.013,0.031,0.037,-0.007,0.068,0.452,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420554,0.929,0.026,0.004,0.001,0.007,0.019,0.013,0.03,0.04,-0.01,0.071,0.431,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420588,0.929,0.025,0.004,0.001,0.008,0.02,0.013,0.029,0.042,-0.013,0.071,0.41,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420622,0.926,0.023,0.005,0.001,0.009,0.021,0.016,0.027,0.047,-0.019,0.074,0.37,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420655,0.913,0.022,0.006,0.002,0.012,0.023,0.023,0.028,0.059,-0.032,0.087,0.317,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420689,0.903,0.02,0.007,0.002,0.015,0.024,0.03,0.027,0.071,-0.044,0.097,0.274,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420722,0.908,0.018,0.007,0.002,0.013,0.021,0.032,0.025,0.067,-0.042,0.092,0.269,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420756,0.923,0.02,0.006,0.002,0.008,0.014,0.028,0.026,0.052,-0.026,0.077,0.333,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420790,0.929,0.023,0.005,0.002,0.005,0.013,0.023,0.028,0.043,-0.015,0.071,0.397,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420823,0.926,0.02,0.007,0.002,0.005,0.02,0.019,0.027,0.047,-0.019,0.074,0.368,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420857,0.926,0.019,0.008,0.003,0.005,0.023,0.016,0.027,0.047,-0.02,0.074,0.364,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420891,0.931,0.024,0.007,0.003,0.004,0.018,0.013,0.031,0.038,-0.006,0.069,0.453,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420924,0.934,0.029,0.006,0.002,0.003,0.014,0.013,0.034,0.031,0.003,0.066,0.521,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420958,0.935,0.027,0.005,0.002,0.003,0.015,0.013,0.031,0.034,-0.002,0.065,0.484,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.928,00:07:58.420991,0.939,0.021,0.004,0.002,0.004,0.017,0.013,0.025,0.035,-0.01,0.061,0.418,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420025,0.944,0.019,0.003,0.001,0.003,0.016,0.014,0.022,0.034,-0.012,0.056,0.394,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420059,0.944,0.019,0.003,0.001,0.003,0.015,0.015,0.022,0.034,-0.012,0.056,0.389,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420092,0.943,0.017,0.003,0.001,0.003,0.016,0.015,0.02,0.036,-0.016,0.057,0.357,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420126,0.943,0.015,0.003,0.001,0.004,0.018,0.016,0.018,0.039,-0.021,0.057,0.315,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420160,0.945,0.013,0.003,0.001,0.004,0.018,0.016,0.016,0.039,-0.023,0.055,0.292,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420193,0.948,0.012,0.003,0.001,0.003,0.016,0.017,0.015,0.037,-0.023,0.052,0.282,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420227,0.948,0.012,0.003,0.001,0.003,0.014,0.019,0.015,0.037,-0.022,0.052,0.289,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420260,0.944,0.016,0.002,0.001,0.003,0.012,0.021,0.019,0.037,-0.018,0.056,0.334,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420294,0.935,0.025,0.003,0.001,0.005,0.012,0.019,0.028,0.037,-0.01,0.065,0.425,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420328,0.914,0.041,0.004,0.001,0.008,0.014,0.017,0.045,0.041,0.005,0.086,0.527,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420361,0.889,0.059,0.007,0.002,0.011,0.017,0.015,0.066,0.045,0.021,0.111,0.595,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420395,0.873,0.071,0.009,0.003,0.013,0.019,0.013,0.079,0.048,0.031,0.127,0.623,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420428,0.873,0.068,0.009,0.003,0.014,0.02,0.013,0.077,0.05,0.027,0.127,0.607,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420462,0.886,0.053,0.009,0.003,0.013,0.021,0.016,0.062,0.053,0.009,0.114,0.54,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420496,0.902,0.034,0.009,0.003,0.012,0.021,0.019,0.043,0.055,-0.012,0.098,0.437,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420529,0.911,0.021,0.009,0.003,0.011,0.024,0.02,0.03,0.059,-0.029,0.089,0.335,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420563,0.911,0.017,0.008,0.003,0.012,0.028,0.021,0.025,0.064,-0.038,0.089,0.283,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420597,0.913,0.017,0.008,0.003,0.012,0.028,0.02,0.025,0.062,-0.038,0.087,0.283,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420630,0.911,0.019,0.006,0.002,0.014,0.029,0.019,0.025,0.064,-0.039,0.089,0.282,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420664,0.899,0.021,0.005,0.002,0.018,0.034,0.02,0.026,0.075,-0.049,0.101,0.259,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420697,0.887,0.025,0.005,0.003,0.021,0.037,0.022,0.03,0.084,-0.054,0.113,0.263,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420731,0.878,0.031,0.005,0.002,0.021,0.039,0.023,0.036,0.086,-0.05,0.122,0.294,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420765,0.87,0.034,0.005,0.002,0.021,0.045,0.023,0.039,0.091,-0.052,0.13,0.299,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420798,0.867,0.031,0.005,0.002,0.02,0.053,0.021,0.035,0.098,-0.062,0.133,0.266,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420832,0.875,0.025,0.004,0.002,0.019,0.055,0.02,0.029,0.096,-0.067,0.125,0.233,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420866,0.892,0.02,0.004,0.002,0.015,0.049,0.018,0.024,0.084,-0.06,0.108,0.223,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420899,0.904,0.017,0.004,0.002,0.012,0.044,0.017,0.021,0.075,-0.054,0.096,0.219,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420933,0.904,0.015,0.004,0.002,0.012,0.044,0.018,0.02,0.076,-0.057,0.096,0.204,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,7.944,00:07:59.420966,0.903,0.015,0.005,0.002,0.013,0.044,0.018,0.02,0.078,-0.058,0.097,0.201,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480000,0.907,0.015,0.006,0.002,0.012,0.039,0.019,0.021,0.072,-0.051,0.093,0.225,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480034,0.912,0.017,0.007,0.003,0.009,0.03,0.021,0.024,0.063,-0.039,0.088,0.276,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480067,0.914,0.019,0.008,0.003,0.009,0.024,0.023,0.028,0.059,-0.031,0.086,0.319,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480101,0.915,0.021,0.009,0.003,0.009,0.021,0.022,0.03,0.056,-0.026,0.085,0.348,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480135,0.918,0.024,0.009,0.003,0.008,0.018,0.02,0.033,0.049,-0.016,0.082,0.402,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480168,0.92,0.028,0.008,0.003,0.007,0.016,0.018,0.036,0.044,-0.008,0.08,0.449,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480202,0.915,0.029,0.008,0.003,0.008,0.018,0.019,0.037,0.048,-0.01,0.085,0.439,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480235,0.907,0.031,0.008,0.003,0.009,0.02,0.022,0.039,0.054,-0.014,0.093,0.422,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480269,0.9,0.035,0.009,0.003,0.01,0.02,0.022,0.044,0.056,-0.012,0.1,0.441,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480303,0.898,0.038,0.009,0.003,0.01,0.019,0.022,0.047,0.055,-0.008,0.102,0.463,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480336,0.895,0.038,0.01,0.004,0.011,0.019,0.022,0.048,0.057,-0.009,0.105,0.457,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480370,0.888,0.037,0.011,0.006,0.012,0.022,0.024,0.049,0.063,-0.014,0.112,0.436,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480403,0.882,0.038,0.012,0.006,0.013,0.024,0.025,0.05,0.068,-0.018,0.118,0.425,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480437,0.881,0.038,0.012,0.006,0.014,0.026,0.024,0.05,0.069,-0.019,0.119,0.42,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480471,0.886,0.036,0.011,0.005,0.013,0.026,0.024,0.047,0.067,-0.021,0.114,0.41,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480504,0.899,0.032,0.009,0.004,0.013,0.022,0.022,0.04,0.061,-0.02,0.101,0.4,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480538,0.917,0.026,0.006,0.003,0.011,0.019,0.019,0.032,0.052,-0.02,0.083,0.378,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480572,0.931,0.021,0.004,0.002,0.01,0.017,0.015,0.025,0.044,-0.02,0.069,0.359,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480605,0.942,0.021,0.003,0.002,0.007,0.013,0.012,0.024,0.034,-0.01,0.058,0.415,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480639,0.952,0.021,0.002,0.001,0.005,0.009,0.009,0.023,0.025,-0.001,0.048,0.485,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480672,0.96,0.015,0.002,0.001,0.005,0.008,0.009,0.017,0.023,-0.006,0.04,0.427,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480706,0.963,0.011,0.002,0.001,0.004,0.009,0.01,0.013,0.024,-0.011,0.037,0.349,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480740,0.956,0.016,0.003,0.001,0.003,0.01,0.01,0.019,0.025,-0.006,0.044,0.437,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480773,0.941,0.027,0.005,0.002,0.003,0.011,0.01,0.032,0.027,0.005,0.059,0.543,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480807,0.929,0.033,0.007,0.003,0.004,0.013,0.011,0.04,0.031,0.009,0.071,0.566,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480841,0.922,0.032,0.009,0.003,0.004,0.017,0.012,0.041,0.037,0.004,0.078,0.523,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480874,0.919,0.032,0.008,0.003,0.005,0.02,0.014,0.04,0.041,-0.002,0.081,0.49,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480908,0.916,0.037,0.006,0.002,0.005,0.019,0.014,0.044,0.041,0.003,0.084,0.517,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480941,0.902,0.047,0.006,0.002,0.006,0.021,0.015,0.053,0.044,0.009,0.098,0.547,
"14. It is more important to be a team player than to express oneself.",7.59,8.01,8,00:08:00.480975,0.88,0.057,0.008,0.003,0.01,0.027,0.016,0.065,0.055,0.009,0.12,0.538,
"15. If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",8.07,8.09,8.08,00:08:05.480009,0.902,0.028,0.006,0.003,0.015,0.029,0.018,0.034,0.064,-0.03,0.098,0.347,
"15. If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",8.07,8.09,8.08,00:08:05.480043,0.908,0.028,0.006,0.003,0.014,0.024,0.018,0.034,0.058,-0.024,0.092,0.369,
"15. If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",8.07,8.09,8.08,00:08:05.480077,0.909,0.029,0.006,0.002,0.014,0.021,0.018,0.035,0.056,-0.021,0.091,0.385,
"15. If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",8.07,8.09,8.08,00:08:05.480110,0.911,0.029,0.006,0.002,0.015,0.019,0.018,0.035,0.054,-0.02,0.089,0.389,
"15. If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",8.07,8.09,8.08,00:08:05.480144,0.913,0.026,0.006,0.003,0.015,0.02,0.018,0.032,0.056,-0.024,0.087,0.361,
"15. If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",8.07,8.09,8.08,00:08:05.480178,0.915,0.023,0.006,0.003,0.014,0.022,0.018,0.028,0.056,-0.028,0.085,0.334,
"15. If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",8.07,8.09,8.08,00:08:05.480211,0.919,0.022,0.007,0.003,0.012,0.02,0.017,0.028,0.052,-0.024,0.081,0.353,
"15. If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",8.07,8.09,8.08,00:08:05.480245,0.918,0.022,0.009,0.003,0.011,0.019,0.017,0.031,0.05,-0.019,0.082,0.386,
"15. If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",8.07,8.09,8.08,00:08:05.480278,0.915,0.02,0.012,0.004,0.01,0.021,0.017,0.032,0.053,-0.021,0.085,0.378,
"15. If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",8.07,8.09,8.08,00:08:05.480312,0.918,0.018,0.01,0.003,0.01,0.022,0.018,0.028,0.054,-0.026,0.082,0.34,
"15. If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",8.07,8.09,8.08,00:08:05.480346,0.924,0.016,0.007,0.003,0.011,0.021,0.019,0.023,0.054,-0.031,0.076,0.299,
